ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Complain,Z_CostContact,Z_Revenue
10187,1953,Graduation,Divorced,78258.0,0,0,2012-04-21,57,508,4,262,354,105,65,1,11,6,7,4,0,0,0,1,0,0,0,3,11
10188,1954,Graduation,Widow,38325.0,1,1,2012-09-04,70,220,15,272,24,167,92,10,7,2,10,4,0,0,0,0,0,0,0,3,11
10189,1974,PhD,Widow,63883.0,0,0,2014-04-19,0,651,146,305,10,106,222,2,7,3,9,8,0,1,0,0,1,0,0,3,11
10190,1954,2n Cycle,Together,49230.0,0,0,2014-02-15,83,204,15,120,3,12,55,5,3,4,7,4,0,0,0,0,0,0,0,3,11
10191,1988,Graduation,Widow,76131.0,0,0,2013-01-15,17,547,271,176,97,7,33,0,1,8,5,4,0,0,0,0,0,0,0,3,11
10192,1954,Graduation,Widow,66237.0,0,0,2012-08-18,22,774,117,561,267,189,42,2,23,1,3,4,0,0,0,0,0,1,0,3,11
10193,1953,Master,Married,46892.0,0,0,2014-01-19,71,416,166,218,1,6,48,0,7,2,5,6,0,0,0,0,0,0,0,3,11
10194,1969,Basic,Divorced,103195.0,1,0,2014-01-17,11,1181,202,1487,724,138,89,0,12,7,43,3,0,0,0,0,0,0,0,3,11
10195,1963,Graduation,Widow,79598.0,0,0,2012-12-06,26,1078,68,438,317,4,297,1,10,11,15,2,0,0,0,1,1,1,0,3,11
10196,1976,Graduation,Married,27545.0,1,1,2012-03-23,72,145,5,34,13,10,21,4,2,1,3,4,0,0,0,0,0,0,0,3,11
10197,1952,Master,Married,59439.0,0,0,2013-04-02,33,151,96,419,9,20,142,3,3,3,7,3,0,1,0,0,1,0,0,3,11
10198,1978,Basic,Together,112666.0,0,0,2013-07-10,22,475,79,430,65,209,198,2,5,8,8,3,0,1,0,0,1,0,0,3,11
10199,1969,Master,Married,64418.0,1,0,2013-09-11,30,331,13,105,13,61,253,2,6,4,8,6,0,0,0,1,0,0,0,3,11
10200,1972,PhD,Married,25672.0,0,1,2014-03-27,79,60,7,44,11,14,8,2,4,2,3,9,0,0,0,0,0,0,0,3,11
10201,1944,Graduation,Together,59886.0,0,0,2013-03-02,86,139,23,102,20,40,19,5,3,6,3,7,0,0,0,0,0,0,0,3,11
10202,1973,Basic,Together,27265.0,0,1,2014-03-30,33,77,9,62,33,2,16,6,4,2,2,4,0,0,0,1,0,0,0,3,11
10203,1968,Master,Single,95734.0,0,0,2014-02-25,29,482,22,225,26,116,343,7,4,5,4,4,0,0,0,0,1,1,0,3,11
10204,1976,Master,Widow,75363.0,0,0,2012-02-09,16,831,91,818,249,24,127,1,12,5,13,4,0,0,0,0,0,0,0,3,11
10205,1971,2n Cycle,Widow,51543.0,1,0,2013-04-28,38,235,116,173,49,27,128,3,6,3,6,7,0,0,0,0,0,0,0,3,11
10206,1974,2n Cycle,Married,82387.0,0,0,2012-05-13,66,262,36,86,21,128,43,1,4,3,4,1,0,0,0,0,0,0,0,3,11
10207,1975,Graduation,Widow,36632.0,1,1,2012-01-17,66,39,14,83,30,19,3,4,1,2,2,9,0,0,0,0,0,0,0,3,11
10208,1966,Graduation,Divorced,79120.0,0,0,2012-02-05,15,677,5,414,93,97,302,2,6,9,8,3,0,0,1,0,0,0,0,3,11
10209,1971,Graduation,Together,42748.0,1,1,2013-12-19,27,82,49,45,12,6,29,4,2,3,5,13,0,0,0,0,0,0,0,3,11
10210,1985,2n Cycle,Single,34757.0,1,1,2014-02-16,79,164,82,135,71,24,23,7,4,3,5,6,1,0,0,0,0,0,0,3,11
10211,1973,PhD,Single,46230.0,1,1,2013-03-20,47,68,32,84,2,8,28,2,2,4,2,8,0,0,0,0,0,0,0,3,11
10212,1960,PhD,Widow,95206.0,0,0,2014-06-04,10,598,463,1092,156,221,125,0,9,10,21,6,0,0,0,0,0,0,0,3,11
10213,1957,Graduation,Married,45229.0,0,0,2013-08-29,58,230,174,64,55,66,27,4,3,3,7,7,1,0,0,0,0,0,0,3,11
10214,1973,Graduation,Single,31957.0,1,2,2012-02-11,70,48,6,175,12,1,34,6,0,1,2,8,0,0,0,0,0,0,0,3,11
10215,1970,Graduation,Widow,27333.0,0,1,2012-10-18,49,57,9,65,36,11,26,3,2,1,3,4,0,0,0,0,0,0,0,3,11
10216,1968,2n Cycle,Divorced,95388.0,0,0,2013-08-17,7,792,205,532,118,54,156,0,8,3,11,4,0,0,0,0,0,1,0,3,11
10217,1975,Graduation,Together,83838.0,0,0,2013-09-21,58,496,135,555,135,23,76,0,7,3,9,0,0,0,1,0,1,0,0,3,11
10218,1954,Master,Widow,32356.0,0,0,2013-10-03,67,211,47,206,9,56,132,7,3,2,7,2,0,0,0,1,0,1,0,3,11
10219,1970,Graduation,Together,58396.0,1,0,2013-10-12,59,486,143,200,54,72,96,4,6,11,9,3,0,0,0,0,0,1,0,3,11
10220,1986,Graduation,Together,54281.0,0,0,2013-07-13,30,322,8,294,20,25,134,4,2,2,6,4,0,0,1,1,1,1,0,3,11
10221,1980,Graduation,Widow,89079.0,1,1,2014-06-17,19,554,144,125,268,365,221,1,6,1,16,1,0,0,1,0,0,0,0,3,11
10222,1983,Graduation,Divorced,27032.0,0,1,2013-06-21,46,187,14,75,1,8,42,2,1,4,4,8,0,0,0,0,0,0,0,3,11
10223,1946,Master,Together,38977.0,0,0,2012-11-24,18,177,51,242,12,4,37,2,7,3,6,6,0,0,0,0,0,0,0,3,11
10224,1978,Graduation,Divorced,81157.0,1,0,2012-06-18,30,645,73,216,8,62,212,0,5,9,7,3,0,0,1,0,0,1,0,3,11
10225,1960,PhD,Married,68210.0,0,0,2012-07-16,37,372,93,83,7,25,21,1,8,1,5,4,0,0,0,0,0,0,0,3,11
10226,1966,Graduation,Together,77541.0,1,0,2013-01-24,26,575,77,289,369,32,24,2,9,5,8,2,0,0,0,0,0,0,0,3,11
10227,1981,Basic,Widow,33487.0,1,1,2013-03-09,59,174,41,46,22,2,3,3,1,2,3,8,0,0,0,0,0,0,0,3,11
10228,1980,Graduation,Together,42984.0,1,1,2012-03-30,59,95,2,103,0,19,2,9,2,3,1,9,1,1,0,1,0,0,0,3,11
10229,1978,Master,Married,56508.0,0,0,2013-09-14,15,534,250,388,44,5,105,3,7,0,13,3,0,1,0,0,0,0,0,3,11
10230,1975,2n Cycle,Widow,62027.0,0,0,2012-12-21,1,320,85,250,105,138,127,1,9,4,6,1,0,0,0,1,0,0,0,3,11
10231,1967,Basic,Married,61451.0,0,0,2013-03-09,6,355,310,242,75,16,5,2,5,4,4,7,0,1,0,1,0,0,0,3,11
10232,1959,Master,Widow,70897.0,0,0,2013-09-10,56,261,3,258,84,51,112,3,10,1,6,6,0,0,0,0,0,0,0,3,11
10233,1968,PhD,Single,34829.0,0,1,2014-02-14,60,66,27,82,11,17,11,3,1,1,4,10,0,1,0,0,0,1,0,3,11
10234,1960,PhD,Together,53060.0,1,0,2013-05-24,21,691,30,268,97,184,346,2,17,3,6,8,0,0,0,0,0,0,0,3,11
10235,1947,Master,Together,65235.0,1,1,2014-05-16,83,171,288,73,1,104,230,1,4,3,4,5,0,0,0,0,0,0,0,3,11
10236,1986,2n Cycle,Married,99064.0,0,0,2013-09-29,56,1079,106,252,172,240,38,2,12,9,7,7,1,0,0,0,0,1,0,3,11
10237,1971,PhD,Widow,33859.0,1,1,2014-05-31,35,77,44,62,126,43,26,6,7,1,5,9,0,0,0,0,0,0,0,3,11
10238,1966,Master,Widow,89697.0,0,0,2013-01-08,33,1597,665,872,484,182,43,0,31,9,17,8,0,0,0,0,1,0,0,3,11
10239,1948,Basic,Divorced,129570.0,0,0,2012-04-23,24,505,72,347,272,2,212,1,5,7,12,3,0,0,0,0,0,0,0,3,11
10240,1948,Graduation,Together,38352.0,0,0,2012-08-07,57,104,20,44,9,41,17,4,1,1,2,9,0,0,0,0,0,0,0,3,11
10241,1976,PhD,Single,46670.0,1,1,2012-08-07,61,115,15,36,16,1,54,6,2,0,4,13,0,0,0,0,0,0,0,3,11
10242,1972,Graduation,Divorced,53023.0,1,0,2012-10-28,52,592,245,80,126,109,271,2,9,4,7,9,1,0,0,1,0,0,0,3,11
10243,1954,Graduation,Married,38787.0,0,1,2012-09-22,90,96,2,161,24,9,4,4,5,1,2,9,0,0,0,0,0,0,0,3,11
10244,1985,Master,Divorced,36200.0,1,1,2013-03-26,64,105,16,137,33,5,14,4,3,1,5,13,0,0,0,0,0,0,0,3,11
10245,1960,Graduation,Together,42933.0,0,0,2014-04-15,63,441,30,298,37,193,24,5,6,2,11,1,0,0,0,0,1,0,0,3,11
10246,1973,Graduation,Divorced,31217.0,1,2,2012-04-10,90,133,70,31,26,24,40,5,1,2,2,6,0,0,0,0,0,0,0,3,11
10247,1981,Master,Widow,68695.0,0,0,2013-12-04,26,870,87,450,73,5,72,0,3,14,8,6,0,0,0,0,0,0,0,3,11
10248,1980,Graduation,Together,79320.0,0,0,2013-05-25,17,54,67,427,127,4,125,5,6,1,10,8,0,0,0,0,0,0,0,3,11
10249,1988,PhD,Together,63335.0,0,1,2012-04-19,52,457,121,32,23,78,48,6,2,7,5,6,0,0,1,1,1,1,0,3,11
10250,1960,Graduation,Single,38537.0,1,1,2013-12-20,31,272,16,115,76,0,38,4,1,1,8,2,1,0,0,0,0,0,0,3,11
10251,1965,Basic,Married,58293.0,0,0,2013-01-29,34,287,83,149,87,29,9,2,6,3,8,2,0,1,0,0,0,0,0,3,11
10252,1979,Graduation,Together,53520.0,0,1,2013-08-22,71,425,42,242,5,97,97,1,5,3,5,3,0,1,0,1,0,0,0,3,11
10253,1969,Master,Together,75364.0,0,0,2014-04-16,0,332,34,348,61,14,120,3,10,4,7,3,0,0,1,1,0,1,0,3,11
10254,1978,Graduation,Married,76574.0,0,0,2012-05-14,44,273,40,243,150,144,48,3,4,1,8,5,0,1,0,0,0,0,0,3,11
10255,1979,Graduation,Divorced,63963.0,1,2,2012-07-04,26,86,15,11,30,19,52,9,5,1,4,5,1,0,1,0,0,0,0,3,11
10256,1964,Graduation,Single,48232.0,0,0,2012-06-14,61,134,2,92,33,1,119,1,4,1,6,7,0,0,0,0,1,0,0,3,11
10257,1968,Graduation,Widow,82121.0,0,0,2013-05-13,68,415,159,214,31,169,86,1,7,8,3,4,0,0,1,0,0,0,0,3,11
10258,1973,2n Cycle,Together,104962.0,0,0,2014-05-30,5,263,186,262,95,515,444,2,3,1,20,3,1,0,1,0,0,0,0,3,11
10259,1970,Master,Together,44764.0,1,1,2013-09-12,11,73,27,35,63,11,14,3,0,0,1,6,0,1,0,0,0,0,1,3,11
10260,1978,Graduation,Single,80866.0,0,0,2013-06-10,35,1525,258,350,17,468,275,0,5,13,25,4,0,0,0,0,0,1,0,3,11
10261,1947,PhD,Together,47972.0,0,0,2012-02-28,38,390,14,219,57,2,10,3,3,2,10,3,0,1,0,0,1,0,0,3,11
10262,1977,Graduation,Divorced,72429.0,1,1,2012-10-28,33,789,139,130,60,74,80,3,9,4,5,8,0,0,0,0,1,0,0,3,11
10263,1965,Master,Widow,76271.0,0,0,2013-01-23,36,635,141,330,68,36,222,1,2,11,10,3,0,0,0,0,0,0,0,3,11
10264,1942,Master,Divorced,47901.0,0,0,2013-03-16,64,184,102,83,26,115,82,4,3,1,4,7,1,0,0,1,0,0,0,3,11
10265,1970,PhD,Married,91627.0,1,0,2014-04-06,40,774,89,674,451,108,84,4,9,5,19,2,1,0,0,0,0,1,0,3,11
10266,1983,2n Cycle,Divorced,79327.0,1,1,2012-11-12,37,894,180,98,280,31,27,0,7,2,13,2,0,0,1,0,1,0,0,3,11
10267,1971,PhD,Together,79749.0,0,0,2012-01-11,37,764,66,676,77,94,157,0,17,3,9,3,0,0,0,0,1,0,0,3,11
10268,1968,Graduation,Widow,62261.0,0,0,2013-01-14,23,1006,150,281,253,780,392,0,15,6,22,2,1,0,0,0,1,0,1,3,11
10269,1967,Graduation,Together,61344.0,0,0,2013-07-24,20,1208,36,327,147,26,162,0,12,3,13,5,0,0,0,0,0,1,0,3,11
10270,1973,2n Cycle,Divorced,69960.0,0,0,2012-12-10,27,738,92,634,172,795,137,1,19,6,13,2,1,1,0,0,0,0,0,3,11
10271,1983,Graduation,Together,69212.0,0,0,2014-02-25,40,462,297,439,184,22,174,1,9,7,7,1,0,0,0,0,0,0,0,3,11
10272,1971,Graduation,Widow,87260.0,0,0,2013-12-20,13,371,59,304,32,21,166,0,6,2,4,4,0,0,0,0,0,0,0,3,11
10273,1969,Master,Married,29958.0,0,1,2013-01-21,62,117,15,100,36,11,31,9,1,3,7,9,0,0,0,0,0,0,0,3,11
10274,1970,Graduation,Widow,33017.0,0,1,2014-03-28,47,47,55,51,112,30,74,3,1,4,3,4,0,0,1,0,1,0,0,3,11
10275,1968,Graduation,Widow,55677.0,1,0,2012-08-21,21,139,107,203,120,639,221,2,4,5,8,4,0,0,1,0,0,0,0,3,11
10276,1962,Master,Married,59518.0,1,1,2014-04-13,61,855,219,30,73,92,81,2,3,3,15,4,0,0,0,0,0,0,0,3,11
10277,1965,Graduation,Together,49506.0,1,1,2013-10-15,66,132,1,77,2,16,17,8,3,4,3,6,0,0,0,0,0,0,0,3,11
10278,1942,Master,Together,59361.0,0,0,2012-05-24,60,169,32,158,19,50,28,4,3,1,5,7,0,0,0,0,0,0,0,3,11
10279,1947,Graduation,Together,52168.0,1,0,2012-11-26,31,407,65,111,71,28,83,0,1,5,13,7,0,1,0,0,0,0,0,3,11
10280,1953,Master,Single,82073.0,0,0,2013-08-18,22,607,231,979,186,110,122,2,13,6,14,2,0,0,0,0,0,0,0,3,11
10281,1952,Master,Divorced,82530.0,0,0,2012-10-27,41,654,23,540,39,19,259,3,10,2,15,3,0,1,1,0,0,0,0,3,11
10282,1970,Graduation,Married,,0,0,2013-12-26,46,667,65,297,378,106,240,2,12,7,13,6,1,0,0,0,0,1,0,3,11
10283,1972,Master,Widow,73056.0,0,0,2012-08-22,94,309,6,360,34,107,6,1,13,2,2,7,0,0,0,0,0,0,0,3,11
10284,1973,PhD,Married,31692.0,0,1,2014-04-04,62,91,27,58,3,1,45,2,1,1,1,9,0,0,0,0,0,0,0,3,11
10285,1978,2n Cycle,Single,65476.0,0,0,2014-05-14,23,934,242,605,133,222,5,2,10,3,17,11,0,0,1,0,0,0,0,3,11
10286,1969,Graduation,Divorced,59948.0,0,0,2012-04-01,18,898,29,947,192,60,518,1,17,12,17,4,0,0,0,1,0,1,0,3,11
10287,1973,Master,Together,67811.0,0,0,2013-11-01,19,117,91,641,36,71,47,1,3,4,7,2,0,0,0,0,0,0,0,3,11
10288,1977,Basic,Single,44257.0,0,1,2013-08-24,43,143,79,13,52,5,21,6,3,6,2,5,0,0,0,0,1,1,0,3,11
10289,1968,Master,Married,85097.0,0,0,2012-05-04,30,652,3,753,194,67,345,3,13,9,10,2,1,0,0,0,0,0,0,3,11
10290,1972,2n Cycle,Married,74780.0,0,0,2013-08-13,41,50,14,73,28,1,52,5,1,1,5,4,0,0,0,0,0,0,0,3,11
10291,1953,Graduation,Single,75457.0,0,0,2012-09-24,57,397,224,365,138,25,198,1,9,5,5,8,1,1,1,1,0,0,0,3,11
10292,1955,Master,Married,54311.0,1,1,2013-12-30,71,148,33,249,118,15,47,4,5,1,4,2,0,0,0,0,0,0,0,3,11
10293,1963,PhD,Single,89357.0,1,0,2014-03-17,47,887,34,523,100,41,76,0,7,3,14,0,0,0,0,0,0,0,0,3,11
10294,1942,Graduation,Widow,50967.0,0,0,2012-01-01,46,341,39,87,44,17,153,1,7,1,6,6,1,0,0,1,0,0,0,3,11
10295,1951,PhD,Together,50825.0,1,0,2014-01-16,72,251,70,313,66,163,90,3,8,0,9,5,0,0,0,1,0,0,0,3,11
10296,1942,Graduation,Divorced,53126.0,1,0,2014-06-02,74,147,96,271,4,17,13,1,5,3,5,3,0,0,0,0,0,0,0,3,11
10297,1963,2n Cycle,Divorced,61611.0,0,0,2012-11-12,87,107,11,150,12,23,112,2,3,3,2,6,0,1,1,0,0,0,0,3,11
10298,1952,Master,Divorced,50056.0,0,2,2014-06-02,46,168,23,24,38,26,37,5,1,1,3,9,0,0,0,0,0,0,0,3,11
10299,1963,2n Cycle,Divorced,37983.0,0,1,2013-09-30,58,112,16,61,37,2,19,6,3,3,2,7,0,0,1,0,0,0,0,3,11
10300,1970,PhD,Divorced,44730.0,0,1,2013-05-25,41,105,16,49,22,6,66,4,1,2,2,4,0,1,0,0,0,0,0,3,11
10301,1955,Master,Married,78215.0,0,0,2012-03-31,86,303,1,784,7,148,458,2,8,9,13,2,1,0,0,1,0,1,0,3,11
10302,1981,Graduation,Widow,44291.0,0,1,2013-03-23,53,141,225,201,3,81,4,6,6,1,6,7,1,0,1,1,0,0,0,3,11
10303,1974,Master,Widow,32629.0,1,1,2012-05-14,86,36,4,36,16,6,20,4,1,1,2,8,1,0,0,0,1,0,0,3,11
10304,1942,Graduation,Together,64675.0,1,0,2012-09-17,55,128,123,190,52,24,18,4,3,1,9,5,0,0,0,0,0,0,0,3,11
10305,1992,PhD,Single,101141.0,0,0,2014-03-21,57,305,55,533,23,4,228,1,2,6,12,5,0,0,0,0,0,0,0,3,11
10306,1973,Graduation,Widow,63432.0,0,0,2012-04-10,37,364,72,73,111,103,131,5,3,0,8,9,0,0,0,0,0,0,0,3,11
10307,1967,Master,Together,24510.0,0,1,2013-05-04,78,244,38,72,5,4,31,6,2,1,3,8,1,0,0,1,0,0,0,3,11
10308,1962,Graduation,Married,58252.0,1,1,2014-05-31,44,219,255,651,15,298,129,2,4,7,17,7,1,0,0,0,0,0,0,3,11
10309,1979,Basic,Divorced,115144.0,0,0,2012-05-02,65,951,52,632,54,24,153,1,11,11,8,3,0,0,1,0,0,0,0,3,11
10310,1965,2n Cycle,Together,72603.0,1,0,2012-06-19,44,283,35,309,163,56,192,1,1,0,11,4,0,0,0,0,0,0,0,3,11
10311,1982,PhD,Divorced,68318.0,0,0,2013-03-17,22,264,184,357,130,14,153,3,4,7,10,6,0,0,0,0,0,0,0,3,11
10312,1981,Graduation,Single,79529.0,0,0,2013-03-23,49,381,188,265,26,9,237,2,6,4,8,4,0,0,0,0,0,0,0,3,11
10313,1987,PhD,Divorced,71613.0,1,0,2013-02-21,38,215,174,423,27,226,52,2,3,5,9,2,1,0,0,0,0,0,0,3,11
10314,1986,Master,Married,82925.0,0,0,2012-07-19,16,344,127,101,92,13,394,2,3,9,3,3,1,0,0,0,0,0,0,3,11
10315,1974,Graduation,Single,78122.0,1,0,2014-06-16,46,562,57,242,179,129,97,1,5,4,17,3,0,0,0,0,0,1,0,3,11
10316,1986,PhD,Single,88122.0,1,0,2012-04-06,24,1106,129,145,39,58,54,1,3,9,7,5,0,1,0,0,0,1,0,3,11
10317,1966,2n Cycle,Single,40827.0,1,1,2012-01-14,52,59,6,43,58,1,9,7,1,1,2,7,0,0,0,0,0,0,0,3,11
10318,1983,Graduation,Widow,77901.0,1,0,2012-08-08,38,522,24,151,67,3,3,4,4,4,7,4,0,0,0,0,0,0,0,3,11
10319,1963,Graduation,Single,48902.0,1,0,2013-10-27,7,74,9,160,4,29,44,5,4,5,4,7,0,0,1,0,0,0,0,3,11
10320,1958,2n Cycle,Widow,46106.0,0,1,2012-04-25,42,179,188,207,11,129,147,2,5,1,11,2,0,0,1,1,0,0,0,3,11
10321,1975,Graduation,Together,91445.0,1,0,2013-11-11,58,595,56,302,7,27,277,2,6,9,4,6,0,0,0,0,0,0,0,3,11
10322,1980,2n Cycle,Widow,67872.0,0,0,2012-12-20,33,590,164,410,21,9,199,3,19,7,2,7,0,0,1,1,0,1,0,3,11
10323,1971,PhD,Married,44637.0,1,1,2013-11-28,16,33,14,45,7,16,48,6,1,0,1,10,0,0,1,0,0,1,0,3,11
10324,1948,Graduation,Single,53303.0,1,0,2012-07-12,50,553,78,28,178,105,280,1,6,12,4,5,1,0,0,0,1,0,0,3,11
10325,1963,Basic,Widow,33794.0,0,1,2013-11-30,68,124,28,60,7,0,4,3,3,2,3,7,0,1,0,0,0,0,0,3,11
10326,1956,Graduation,Widow,52114.0,0,0,2012-01-02,45,102,128,134,138,39,120,3,3,0,7,9,0,0,0,0,0,0,0,3,11
10327,1980,Graduation,Married,50642.0,0,1,2013-09-30,52,106,21,87,68,78,28,4,5,2,3,8,0,0,0,0,0,1,0,3,11
10328,1971,Graduation,Together,42463.0,0,1,2012-01-22,48,53,33,44,11,7,45,5,1,2,1,4,1,0,0,0,1,0,0,3,11
10329,1974,Basic,Divorced,46159.0,1,1,2013-01-16,51,627,31,133,103,7,34,2,8,6,5,6,0,0,0,1,1,0,0,3,11
10330,1983,Graduation,Married,36399.0,1,1,2013-09-27,39,103,44,50,40,31,32,6,1,0,1,10,0,1,0,1,0,0,0,3,11
10331,1974,Graduation,Together,128544.0,0,0,2012-02-14,40,2844,241,589,1048,61,845,0,35,4,46,6,0,1,0,1,0,0,0,3,11
10332,1977,Graduation,Widow,36409.0,0,1,2014-04-10,52,111,6,62,46,16,73,7,3,4,1,3,0,0,0,0,0,0,0,3,11
10333,1955,PhD,Widow,36276.0,0,0,2014-05-20,79,499,90,354,37,123,39,4,1,18,4,2,0,0,1,0,0,0,0,3,11
10334,1973,Graduation,Single,131423.0,0,0,2013-09-13,17,1354,429,579,199,79,364,2,16,9,21,3,0,1,0,0,1,1,0,3,11
10335,1966,Graduation,Single,43557.0,0,1,2012-08-05,33,117,3,68,103,7,25,9,6,2,4,7,0,0,0,0,0,0,0,3,11
10336,1979,PhD,Together,88749.0,0,0,2013-10-02,41,330,14,263,171,52,476,1,13,0,11,3,0,0,0,0,0,0,0,3,11
10337,1984,PhD,Married,35280.0,1,1,2012-10-01,68,207,92,66,26,23,5,8,4,1,4,8,0,0,0,0,0,0,0,3,11
10338,1969,PhD,Divorced,111752.0,0,0,2013-08-19,37,286,52,399,34,209,95,0,5,2,14,1,0,0,0,0,0,0,0,3,11
10339,1955,PhD,Married,46658.0,1,1,2012-05-17,70,279,405,371,49,30,5,5,6,8,8,9,0,0,1,1,0,0,0,3,11
10340,1978,Master,Divorced,113235.0,0,0,2013-07-08,5,924,261,465,117,117,165,1,12,8,15,4,0,0,0,0,0,0,0,3,11
10341,1958,2n Cycle,Together,57956.0,0,0,2012-10-25,34,55,12,73,10,55,21,2,0,0,0,7,0,0,0,0,0,0,0,3,11
10342,1957,Master,Divorced,54608.0,1,0,2013-06-12,81,252,68,93,21,3,109,0,4,2,2,3,0,0,0,0,0,0,0,3,11
10343,1975,Master,Single,39122.0,0,2,2012-10-22,67,124,2,167,26,32,8,5,7,1,6,12,0,0,1,0,1,0,0,3,11
10344,1970,Graduation,Widow,36693.0,1,1,2012-09-01,47,66,22,87,25,21,36,7,0,0,2,6,0,0,0,0,0,0,0,3,11
10345,1977,2n Cycle,Divorced,46839.0,0,1,2012-11-19,19,71,37,144,7,44,65,7,3,5,3,4,0,0,0,0,0,0,0,3,11
10346,1942,Master,Widow,43736.0,1,0,2014-02-26,24,214,19,96,12,57,50,1,4,1,7,7,0,0,0,0,0,0,0,3,11
10347,1974,PhD,Widow,46993.0,1,0,2012-12-29,16,226,8,350,14,32,70,0,2,4,4,5,0,0,0,0,1,1,0,3,11
10348,1978,Graduation,Divorced,42969.0,0,1,2013-09-14,45,110,9,84,16,6,48,4,0,0,0,11,0,1,0,1,0,0,0,3,11
10349,1966,Graduation,Together,102111.0,0,0,2013-08-24,34,366,362,344,330,422,98,1,9,7,13,3,0,0,0,0,0,1,1,3,11
10350,1971,Basic,Married,41831.0,1,1,2013-06-25,27,122,10,32,40,10,32,4,7,1,5,6,0,0,0,0,1,1,0,3,11
10351,1957,Graduation,Divorced,97647.0,0,0,2014-05-23,16,558,96,1583,300,16,475,1,10,25,10,3,0,0,0,1,0,0,0,3,11
10352,1976,PhD,Divorced,35640.0,0,1,2012-02-09,30,74,49,32,8,14,25,3,2,0,2,7,0,0,0,0,0,0,0,3,11
10353,1965,Graduation,Together,44482.0,0,1,2013-04-15,48,141,14,85,44,24,7,5,1,0,4,10,0,1,0,0,0,1,0,3,11
10354,1977,Graduation,Married,64410.0,0,1,2014-05-28,90,299,29,537,95,127,92,1,11,2,11,4,0,1,0,0,0,1,0,3,11
10355,1960,Graduation,Widow,34473.0,0,1,2014-06-13,84,69,0,37,23,23,3,9,2,2,2,6,1,0,0,0,0,0,0,3,11
10356,1961,PhD,Single,35702.0,1,1,2013-02-03,70,50,3,83,16,5,12,5,1,1,2,6,0,0,0,0,0,0,0,3,11
10357,1970,Graduation,Married,56924.0,1,1,2012-02-19,46,117,17,79,39,6,23,10,5,2,5,5,0,0,0,0,0,0,0,3,11
10358,1980,Graduation,Widow,45943.0,0,0,2012-11-18,14,689,380,1077,23,67,206,0,5,9,26,3,0,1,0,0,0,0,0,3,11
10359,1967,PhD,Widow,41995.0,0,2,2012-12-04,56,79,5,123,88,41,13,4,1,2,3,5,0,0,0,0,0,0,0,3,11
10360,1955,Master,Single,37167.0,0,0,2012-11-23,17,57,58,127,17,31,31,1,1,1,2,8,0,0,0,0,0,0,0,3,11
10361,1953,Master,Together,88073.0,1,0,2012-01-28,42,328,1,137,28,11,77,4,10,2,3,3,0,0,0,0,1,0,0,3,11
10362,1966,Basic,Together,82524.0,0,0,2014-04-11,23,417,12,856,122,642,461,1,16,17,6,3,1,1,1,0,0,0,0,3,11
10363,1970,Graduation,Divorced,59312.0,0,0,2013-06-21,27,720,55,331,187,385,154,0,6,4,15,4,0,0,0,0,0,1,0,3,11
10364,1975,PhD,Together,41075.0,1,1,2012-12-09,21,144,28,117,5,7,131,7,1,1,2,7,0,0,1,0,0,0,0,3,11
10365,1987,Graduation,Single,60243.0,1,0,2014-05-31,39,260,63,282,58,61,99,0,5,5,2,6,0,1,0,0,0,0,0,3,11
10366,1967,Graduation,Married,24972.0,0,1,2014-02-03,52,59,77,132,41,1,9,5,1,0,2,7,0,0,0,0,0,0,0,3,11
10367,1978,2n Cycle,Single,44948.0,0,2,2012-07-10,36,145,31,104,67,20,19,7,0,1,1,7,0,0,0,0,0,0,0,3,11
10368,1969,Graduation,Together,86608.0,0,1,2012-06-13,42,256,295,153,226,28,12,0,8,1,6,8,0,0,1,1,0,0,0,3,11
10369,1964,PhD,Widow,70054.0,0,0,2013-10-07,43,237,57,38,103,80,12,3,3,2,3,2,0,0,0,1,0,0,0,3,11
10370,1970,Graduation,Divorced,40828.0,0,2,2014-02-27,64,56,76,88,21,1,40,6,1,0,4,5,0,0,0,0,0,0,0,3,11
10371,1968,Graduation,Single,65602.0,1,1,2013-11-17,51,755,5,357,68,153,75,1,15,3,10,4,1,0,0,0,0,0,0,3,11
10372,1995,Master,Single,84777.0,1,0,2014-01-11,14,697,43,376,9,6,13,5,4,2,13,5,0,0,1,0,0,0,0,3,11
10373,1961,Master,Together,91000.0,1,0,2012-04-03,40,695,236,466,57,95,116,2,9,5,13,6,0,0,1,1,0,0,0,3,11
10374,1970,Master,Divorced,112902.0,0,0,2012-06-01,29,708,178,443,134,45,85,1,5,3,20,7,0,1,1,1,0,0,0,3,11
10375,1965,Graduation,Single,74552.0,0,0,2013-01-24,55,183,85,448,136,79,216,1,8,5,6,4,1,1,0,0,0,1,0,3,11
10376,1949,Graduation,Married,54137.0,0,0,2013-06-15,70,686,56,276,35,163,98,3,11,5,7,6,0,0,1,0,0,0,0,3,11
